Company Name,URL1,URL2,URL3,URL4,URL5,URL6
Tata Consultancy Services Limited,https://www.tcs.com/content/dam/tcs/pdf/discover-tcs/investor-relations/sustainability-policy/TCS-Global-Policy-Corporate-Social-Responsibility.pdf,https://ijcrt.org/papers/IJCRT2312754.pdf,https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2022-23/ar/annual-report-2022-2023.pdf,https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2021-22/ar/annual-report-2021-2022.pdf,https://www.ijbmi.org/papers/Vol(13)5/1305147150.pdf,https://www.tcs.com/content/dam/tcs/investor-relations/financial-statements/2015-16/ar/TCS%20Annual%20Report%202015-2016.pdf
